,Unnamed: 0.1,Unnamed: 0,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Use in Thesis,Priority,Use for Thesis,index
31,,,HZPLMIFQ,journalArticle,2012.0,"Vatika, Sharma; Meenu, Dave",SQL and NoSQL Databases,,,,,,"NoSQL (Not only SQL) is a database used to store large amounts of data. NoSQL databases are distributed, non-relational, open source and are horizontally scalable (in linear way). NoSQL does not follow property of ACID as we follow in SQL. In this research paper, we are surveying about NoSQL, its background, fundamentals like ACID, BASE and CAP theorem. Also on the basis of CAP theorem, study is carried out about the various types of NoSQL data stores with their examples, characteristics, and pros and cons of NoSQL.",2012-08,2022-11-23 08:51:38,2022-11-23 08:54:53,,,,8.0,2,,,,,,,International Journal of Advanced Research in Computer Science and Software Engineering,,,en,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/GNNFFSQS/V2I800154.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Look at conclusion and method. otherwise discard,92.0
32,,,C25ZYBAP,bookSection,2018.0,"Ismail, A.; Scherer, R.J.",A graph-based approach for management and linking of BIM models with further AEC domain models,"eWork and eBusiness in Architecture, Engineering and Construction",978-0-429-50621-5,,,https://www.taylorfrancis.com/books/9780429013652/chapters/10.1201/9780429506215-47,"This paper presents a graph-based data management approach for automatic transformation and linking of BIM models with further domain models. The BIM transformation is based on IFC standard and covers both of IFC schema and IFC models. The aim of this research is to demonstrate the potential of graph theory concepts and applying a graph database framework for analyzing, managing and visualization the complex information and relationships inside BIM models and in particular to use this information to connect the BIM model with external models generating multimodels, i.e. a linked data set. It is demonstrated that graph-based approaches is an excellent alternative to current approaches which are based on traditional SQL databases and usually limited to query single BIM models. For validation of the approach and demonstration purpose, a set of advanced queries for data retrieval, compare, classification are shown. Also, a prototype web application with simple GUI is also developed for easy access of the connected graph model.",2018-09-03,2022-11-23 15:44:38,2022-11-23 15:44:38,2022-11-23 15:44:38,377-383,,,,,,,,,,,CRC Press,,en,,,,,DOI.org (Crossref),,DOI: 10.1201/9780429506215-47,,/Users/leonhardschonfelder/Zotero/storage/E3V2ZJA2/Ismail and Scherer - 2018 - A graph-based approach for management and linking .pdf,,,,"Karlshøj, Jan; Scherer, Raimar",,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,GraphDB and link to other DBs and models ,93.0
33,,,UFACCUZV,journalArticle,2017.0,"Linder, Lucy; Vionnet, Damien; Bacher, Jean-Philippe; Hennebert, Jean",Big Building Data - a Big Data Platform for Smart Buildings,Energy Procedia,,18766102,10.1016/j.egypro.2017.07.354,https://linkinghub.elsevier.com/retrieve/pii/S1876610217329582,No Abstract,2017-09-01 00:00:00,2022-04-16 21:17:25,2022-04-16 21:17:25,2022-04-16 21:17:25,589-594,,,122,,Energy Procedia,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/WRPHZ9RG/Linder et al. - 2017 - Big Building Data - a Big Data Platform for Smart .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,94.0
34,,,QQQPLXMT,journalArticle,2022.0,"Berglund-Brown, J; Kedir, F; Riabova, A; Hall, D",Assessing Circular Information Flow in Industrialized Construction: a framework for evaluating data for circular construction,IOP Conference Series: Earth and Environmental Science,,"1755-1307, 1755-1315",10.1088/1755-1315/1078/1/012005,https://iopscience.iop.org/article/10.1088/1755-1315/1078/1/012005,"A circular economy offers a solution for improving both the efficiency and environmental impact of the built environment. As the construction industry transitions to a circular economy, adequate information flow is necessary to keep products in the value chain for as long as possible. Industrialized construction firms show high potential for a successful transition to a circular economy because of optimized information flow through the use of product platforms, the use of information communication technologies, and the integration of actors. However, there is no current framework to assess whether construction firms using industrialized construction methods have a circular information flow. In this research, four characteristics are identified as main descriptors of a circular information flow framework: Completeness, Availability, Accessibility, and Incorporation of Information into Business Strategy. Using the framework, industrialized construction firms are asked to self-assess their performance through pre-defined survey questions. The findings from sixteen industrialized construction firms reveal the need for more complete data about recyclability potentials of products and unique materials and product identifiers, with 47% of firms indicating they have insufficient information. The survey of companies also indicates a need for more feedback about the reuse, recycling, and remanufacturing phases to be available, with only 20% of firms gathering feedback about reuse, 13% about recycling, and 20% about remanufacturing. The stakeholders with the most consistent access to information about design and materials of a project are the manufacturer, engineer, architect, and assemblers. 13% of firms employed RFID tags. More accessibility of information is needed for actors outside of the firm. Additionally, only 13% of firms implemented a take-back strategy, emphasizing the need for incorporating these business strategies within the firm. 17% of firms, however, had CE in mind during strategic development, demonstrating the potential for CE adoption in industry. Finally, the paper discusses future opportunities for circular information flow, such as employing blockchain technology.",2022-09-01 00:00:00,2022-10-09 10:22:54,2022-10-09 10:22:55,2022-10-09 10:22:54,012005,,1.0,1078,,IOP Conf. Ser.: Earth Environ. Sci.,Assessing Circular Information Flow in Industrialized Construction,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/VIQKC6PF/Berglund-Brown et al. - 2022 - Assessing Circular Information Flow in Industriali.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Why information for Reuse is important, maybe why open linked data is important. Read conclusion. ",95.0
35,,,CMGQ66UJ,journalArticle,2016.0,"Bilal, Muhammad; Oyedele, Lukumon O.; Qadir, Junaid; Munir, Kamran; Ajayi, Saheed O.; Akinade, Olugbenga O.; Owolabi, Hakeem A.; Alaka, Hafiz A.; Pasha, Maruf","Big Data in the construction industry: A review of present status, opportunities, and future trends",Advanced Engineering Informatics,,14740346,10.1016/j.aei.2016.07.001,https://linkinghub.elsevier.com/retrieve/pii/S1474034616301938,"The ability to process large amounts of data and to extract useful insights from data has revolutionised society. This phenomenon—dubbed as Big Data—has applications for a wide assortment of industries, including the construction industry. The construction industry already deals with large volumes of heterogeneous data; which is expected to increase exponentially as technologies such as sensor networks and the Internet of Things are commoditised. In this paper, we present a detailed survey of the literature, investigating the application of Big Data techniques in the construction industry. We reviewed related works published in the databases of American Association of Civil Engineers (ASCE), Institute of Electrical and Electronics Engineers (IEEE), Association of Computing Machinery (ACM), and Elsevier Science Direct Digital Library. While the application of data analytics in the construction industry is not new, the adoption of Big Data technologies in this industry remains at a nascent stage and lags the broad uptake of these technologies in other ﬁelds. To the best of our knowledge, there is currently no comprehensive survey of Big Data techniques in the context of the construction industry. This paper ﬁlls the void and presents a wide-ranging interdisciplinary review of literature of ﬁelds such as statistics, data mining and warehousing, machine learning, and Big Data Analytics in the context of the construction industry. We discuss the current state of adoption of Big Data in the construction industry and discuss the future potential of such technologies across the multiple domain-speciﬁc sub-areas of the construction industry. We also propose open issues and directions for future work along with potential pitfalls associated with Big Data adoption in the industry.",2016-08-01 00:00:00,2022-10-14 08:17:45,2022-10-14 08:17:45,2022-10-14 08:17:45,500-521,,3.0,30,,Advanced Engineering Informatics,Big Data in the construction industry,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/I658XCR8/Bilal et al. - 2016 - Big Data in the construction industry A review of.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Big Data in construction. Read conclusion, methodology. May help to make point about BigData in Reuse/ CE",96.0
36,,,XP6ICN3S,journalArticle,2019.0,"McGlinn, Kris; Wagner, Anna; Pauwels, Pieter; Bonsma, Peter; Kelly, Philip; O’Sullivan, Declan",Interlinking geospatial and building geometry with existing and developing standards on the web,Automation in Construction,,09265805,10.1016/j.autcon.2018.12.026,https://linkinghub.elsevier.com/retrieve/pii/S0926580518303078,"Geometric data plays a central role in the geospatial domain, architectural design and construction industry. For upcoming, new approaches to store building data, such as the Semantic Web, no universal common agreement exists on the combination of geometric and non-geometric data. It can therefore be unclear to users on how to represent their geometries, leading to a decelerated application and advancement of making building data available over the web. This gap can only be bridged if a common approach on the representation of geometries on the web is achieved. To first generate a common understanding of geometry representations, an overview of existing and developing geometry (web) standards needs to be given and discussed, i.e., the Industry Foundation Classes (IFC), CityGML, GeoSPARQL, and the OntoBREP and GEOM ontologies. This discussion needs to consider general contexts, e.g., 2D, 3D, detailed, or tessellated geometries, and specific use cases of the construction industry. Based on these discussions, this paper aims to propose a general recommendation for web-based geometry representations to enhance future applications of building data on the web. Due to the variety of use cases and their requirements, as well as technical constraints based on deviant interpretations of geometry descriptions from different geometry kernels, it became clear, that no approach or standard is generally superior to others. The biggest distinction identified in this paper is posed between the context of visualizing, where simplified, tessellated geometry holds the highest advantage, and (parametric) modeling, which requires semantically detailed geometry representations. Hence, we recommend to interlink non-geometric data with multiple geometry representations, to address all relevant contexts and use cases appropriately. The individual geometry representations should be chosen based on the relevant use cases for an optimal experience when using and exchanging geometry on the web. With this recommendation, the benefits of all discussed approaches can be exploited while avoiding their respective challenges.",2019-07-01 00:00:00,2022-11-23 10:42:12,2022-11-23 10:42:12,2022-11-23 10:42:12,235-250,,,103,,Automation in Construction,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/TE2AH4E2/McGlinn et al. - 2019 - Interlinking geospatial and building geometry with.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Read Conclusion. Purely out of interest. Not necessarily valuable for Thesis.,97.0
37,,,S2SPIWUC,journalArticle,2021.0,"Tchouanguem Djuedja, Justine Flore; Abanda, Fonbeyin Henry; Kamsu-Foguem, Bernard; Pauwels, Pieter; Magniont, Camille; Karray, Mohamed Hedi",An integrated Linked Building Data system: AEC industry case,Advances in Engineering Software,,09659978,10.1016/j.advengsoft.2020.102930,https://linkinghub.elsevier.com/retrieve/pii/S0965997820309765,"Environmental assessment is a critical activity for ensuring buildings are performing according to specified re­ quirements, and efficient, seamless exchange of building information is crucial for environmental assessment. Therefore, all those involved in built environment issues should be able to access and share not only building information but also data about products, especially environmental assessment results for the products used in building projects. Of the several approaches that have been proposed to achieve efficient information exchange, semantic web technologies are amongst the most promising due to their capability to share data and enhance interoperability between the most heterogeneous systems. This study proposes an approach that can be used to make environmental data available in the early phases of the building lifecycle. It relies on Semantic Web techniques, especially Linked Data principles, while building on emerging Building Information Modelling (BIM) technology to propose an approach that facilitates information exchange to enhance the sustainability assess­ ment of buildings. The paper ends with an illustration of how lifecycle inventory databases can be integrated, linked to BIM software and used in exchanging environmental building data.",2021-02-01 00:00:00,2022-11-23 10:42:15,2022-11-23 10:42:15,2022-11-23 10:42:15,102930,,,152,,Advances in Engineering Software,An integrated Linked Building Data system,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/EHSJKY39/Tchouanguem Djuedja et al. - 2021 - An integrated Linked Building Data system AEC ind.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Read Conclusion, look at linked data and semantics. Otherwise discard",98.0
39,,,TZYLGHHB,journalArticle,2022.0,"Ryen, Vetle; Soylu, Ahmet; Roman, Dumitru",Building Semantic Knowledge Graphs from (Semi-)Structured Data: A Review,Future Internet,,1999-5903,10.3390/fi14050129,https://www.mdpi.com/1999-5903/14/5/129,"Knowledge graphs have, for the past decade, been a hot topic both in public and private domains, typically used for large-scale integration and analysis of data using graph-based data models. One of the central concepts in this area is the Semantic Web, with the vision of providing a well-deﬁned meaning to information and services on the Web through a set of standards. Particularly, linked data and ontologies have been quite essential for data sharing, discovery, integration, and reuse. In this paper, we provide a systematic literature review on knowledge graph creation from structured and semi-structured data sources using Semantic Web technologies. The review takes into account four prominent publication venues, namely, Extended Semantic Web Conference, International Semantic Web Conference, Journal of Web Semantics, and Semantic Web Journal. The review highlights the tools, methods, types of data sources, ontologies, and publication methods, together with the challenges, limitations, and lessons learned in the knowledge graph creation processes.",2022-04-24 00:00:00,2022-11-23 10:42:29,2022-11-23 10:42:29,2022-11-23 10:42:28,129,,5.0,14,,Future Internet,Building Semantic Knowledge Graphs from (Semi-)Structured Data,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/6RLE6NBC/Ryen et al. - 2022 - Building Semantic Knowledge Graphs from (Semi-)Str.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Semantics and Knowledge Graphs,100.0
40,,,QDWRG98Y,journalArticle,2016.0,"Pauwels, Pieter; Terkaj, Walter",EXPRESS to OWL for construction industry: Towards a recommendable and usable ifcOWL ontology,Automation in Construction,,9265805,10.1016/j.autcon.2015.12.003,https://linkinghub.elsevier.com/retrieve/pii/S0926580515002435,"An increasing number of information management and information exchange applications in construction industry is relying on semantic web technologies or tools from the Linked Open Data (LOD) domain to support data interoperability, ﬂexible data exchange, distributed data management and the development of reusable tools. These goals tend to be overlapped with the purposes of the Industry Foundation Classes (IFC), which is a standard for the construction industry deﬁned through an EXPRESS schema. A connecting point between semantic web technologies and the IFC standard would be represented by an agreed Web Ontology Language (OWL) ontology for IFC (termed ifcOWL) that allows to (1) keep on using the well-established IFC standard for representing construction data, (2) exploit the enablers of semantic web technologies in terms of data distribution, extensibility of the data model, querying, and reasoning, and (3) re-use general purpose software implementations for data storage, consistency checking and knowledge inference. Therefore, in this paper we will look into existing efforts in obtaining an ifcOWL ontology from the EXPRESS schemas of IFC and analyse which features would be required in a usable and recommendable ifcOWL ontology. In making this analysis, we present our implementations of an EXPRESS-to-OWL converter and the key features of the resulting ifcOWL ontology.",2016-03-01 00:00:00,2022-11-23 10:42:05,2022-11-23 10:42:06,2022-11-23 10:42:05,100-133,,,63,,Automation in Construction,EXPRESS to OWL for construction industry,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/B4BDW24N/Pauwels and Terkaj - 2016 - EXPRESS to OWL for construction industry Towards .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Ontologies, Semantics and linked Open Data (LOD) - defintions and better/ deeper understanding",101.0
41,,,GUV34N4T,journalArticle,2017.0,"Pauwels, Pieter; Krijnen, Thomas; Terkaj, Walter; Beetz, Jakob",Enhancing the ifcOWL ontology with an alternative representation for geometric data,Automation in Construction,,9265805,10.1016/j.autcon.2017.03.001,https://linkinghub.elsevier.com/retrieve/pii/S0926580517301826,"Over the past few years, several suggestions have been made of how to convert an EXPRESS schema into an OWL ontology. The conversion from EXPRESS to OWL is of particular use to the architectural design and construction industry, because one of the key data models in this domain, namely the Industry Foundation Classes (IFC), is represented using the EXPRESS information modelling language. These conversion efforts have by now resulted in a recommended ifcOWL ontology that stays semantically close to the EXPRESS schema. Two major improvements could be made in addition to this ifcOWL basis. First, the ontology could be split into diverse modules, making it easier to use subsets of the entire ontology. Second, geometric aggregated data (e.g. lists of coordinates) could be serialised into alternative, less complex semantic structures. The purpose of both improvements is to make ifcOWL data smaller in size and complexity. In this article, we focus entirely on the second topic, namely the optimization of geometric data in the semantic representation. We outline and discuss the diverse available options in optimizing the data representations used. We quantify the impact of these measures on the ifcOWL ontology and instance model size. We conclude with an explicit recommendation and give an indication of how this recommendation might be implemented in combination with the already available ifcOWL ontology.",2017-08-01 00:00:00,2022-11-23 10:42:09,2022-11-23 10:42:09,2022-11-23 10:42:09,77-94,,,80,,Automation in Construction,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/95H46K87/Pauwels et al. - 2017 - Enhancing the ifcOWL ontology with an alternative .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Ontologies, Semantics and linked Open Data (LOD) - definitions, read conclusion otherwise discard",102.0
42,,,CYFSDNFQ,book,2018.0,,Life Cycle Analysis and Assessment in Civil Engineering: Towards an Integrated Vision,,978-1-351-85757-4,,,https://www.taylorfrancis.com/books/9781351857574,No Abstract,2018-10-31 00:00:00,2022-11-23 10:42:18,2022-11-23 10:44:37,2022-11-23 10:42:18,,,,,,,Life Cycle Analysis and Assessment in Civil Engineering,,,,,CRC Press,,en,,,,,DOI.org (Crossref),,DOI: 10.1201/9781315228914,,/Users/leonhardschonfelder/Zotero/storage/FRN5KB3T/Caspeele et al. - 2018 - Life Cycle Analysis and Assessment in Civil Engine.pdf,,Ontology; Ontology for CE,,"Caspeele, Robby; Taerwe, Luc; Frangopol, Dan",,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,103.0
